X,Y,Y_hat,MAE,MSE
0.0,1.0,1.9870403249736515,0.7947540782835365,0.9802696430496883
0.10101010101010101,1.202020202020202,1.077678627343727,0.7947540782835365,0.9802696430496883
0.20202020202020202,1.404040404040404,1.0784257477542982,0.7947540782835365,0.9802696430496883
0.30303030303030304,1.606060606060606,2.316466895688326,0.7947540782835365,0.9802696430496883
0.40404040404040403,1.808080808080808,1.9553515690698788,0.7947540782835365,0.9802696430496883
0.5050505050505051,2.0101010101010104,2.2610692185548427,0.7947540782835365,0.9802696430496883
0.6060606060606061,2.212121212121212,2.6047949601034044,0.7947540782835365,0.9802696430496883
0.7070707070707071,2.4141414141414144,1.1623410246177988,0.7947540782835365,0.9802696430496883
0.8080808080808081,2.616161616161616,4.0684794376296,0.7947540782835365,0.9802696430496883
0.9090909090909091,2.8181818181818183,4.853744891252093,0.7947540782835365,0.9802696430496883
1.0101010101010102,3.0202020202020203,3.6022536526230517,0.7947540782835365,0.9802696430496883
1.1111111111111112,3.2222222222222223,3.6108114405662155,0.7947540782835365,0.9802696430496883
1.2121212121212122,3.4242424242424243,3.7620340878132588,0.7947540782835365,0.9802696430496883
1.3131313131313131,3.6262626262626263,4.4466222801335205,0.7947540782835365,0.9802696430496883
1.4141414141414141,3.8282828282828283,4.3861280455249805,0.7947540782835365,0.9802696430496883
1.5151515151515151,4.03030303030303,4.664389336258636,0.7947540782835365,0.9802696430496883
1.6161616161616161,4.232323232323232,3.685505520465831,0.7947540782835365,0.9802696430496883
1.7171717171717171,4.434343434343434,6.434325475304703,0.7947540782835365,0.9802696430496883
1.8181818181818181,4.636363636363637,4.823403364693279,0.7947540782835365,0.9802696430496883
1.9191919191919191,4.838383838383838,6.0334499501093735,0.7947540782835365,0.9802696430496883
2.0202020202020203,5.040404040404041,3.4410354448963,0.7947540782835365,0.9802696430496883
2.121212121212121,5.242424242424242,4.711562407345289,0.7947540782835365,0.9802696430496883
2.2222222222222223,5.444444444444445,6.78585955740662,0.7947540782835365,0.9802696430496883
2.323232323232323,5.646464646464646,6.108969712936182,0.7947540782835365,0.9802696430496883
2.4242424242424243,5.848484848484849,6.709472754377272,0.7947540782835365,0.9802696430496883
2.525252525252525,6.05050505050505,6.290506745558728,0.7947540782835365,0.9802696430496883
2.6262626262626263,6.252525252525253,5.708683687506834,0.7947540782835365,0.9802696430496883
2.727272727272727,6.454545454545454,7.4268754704294935,0.7947540782835365,0.9802696430496883
2.8282828282828283,6.656565656565657,4.999395798656431,0.7947540782835365,0.9802696430496883
2.929292929292929,6.858585858585858,6.889730508641634,0.7947540782835365,0.9802696430496883
3.0303030303030303,7.0606060606060606,8.622116820411293,0.7947540782835365,0.9802696430496883
